"lang"
{ 
	"Language" "English" 
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_2_facet_witch_doctor_voodoo_festeration"	"+{s:bonus_heal_pct}% Max Health Voodoo Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_4"                                          "-{s:bonus_mana_per_second}% Voodoo Restoration Mana Per Second"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_5"                                          "+{s:bonus_damage}% Death Ward Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_6"											"+{s:bonus_radius} Maledict AoE"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_7"											"+{s:bonus_bonus_damage}% Maledict Burst Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_facet_1"										"Minor Ability Improvement"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_facet_3"										"Greater Ability Improvement"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_6"											"+{s:bonus_talent_skeleton_damage}% Skeletons Attack Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_mortal_strike_cd"							"-{s:bonus_AbilityCooldown}% Mortal Strike Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_zeus"													"+{s:bonus_targets}% Heavenly Jump Target"
		"DOTA_Tooltip_ability_special_bonus_unique_zeus_2"                                                  "+{s:bonus_arc_damage}% Arc Lightning Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_zeus_4"                                                  "+{s:bonus_damage}% Thundergod's Wrath Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_zeus_5"													"{s:bonus_aoe} AoE Lightning Bolt"
		"DOTA_Tooltip_ability_special_bonus_unique_zeus_static_field_dmg"									"+{s:bonus_bonus_damage_spell}% Static Field Damage"
		"DOTA_Tooltip_ability_special_bonus_finger_of_death_health_per_kill"                 				"+{s:value} Max Health Per Finger of Death Stack Kill"





		//ITEMS =======================================================================
		"DOTA_Tooltip_Ability_item_tome_of_knowledge_Description"											"<h1>Use: Enlighten</h1>Grants you %xp_bonus% experience."


		"DOTA_Tooltip_Ability_item_tome_of_xp_2"															"Journal of Experience"
		"DOTA_Tooltip_Ability_item_tome_of_xp_2_Description"												"<h1>Use: Enlighten</h1>Grants you %bonus_experience% experience."
		"DOTA_Tooltip_Ability_item_tome_of_xp_2_Lore"														"That which raises beast to man and man to god."

		"DOTA_Tooltip_Ability_item_tome_of_xp_3"															"Book of Experience"
		"DOTA_Tooltip_Ability_item_tome_of_xp_3_Description"												"<h1>Use: Enlighten</h1>Grants you %bonus_experience% experience."
		"DOTA_Tooltip_Ability_item_tome_of_xp_3_Lore"														"That which raises beast to man and man to god."

		"DOTA_Tooltip_Ability_item_tome_of_xp_4"															"Tome of Enlightenment"
		"DOTA_Tooltip_Ability_item_tome_of_xp_4_Description"												"<h1>Use: Enlighten</h1>Grants you %bonus_experience% experience."
		"DOTA_Tooltip_Ability_item_tome_of_xp_4_Lore"														"That which raises beast to man and man to god."

		"DOTA_Tooltip_Ability_item_tome_of_xp_5"															"Scroll of Wisdom"
		"DOTA_Tooltip_Ability_item_tome_of_xp_5_Description"												"<h1>Use: Enlighten</h1>Grants you %bonus_experience% experience."
		"DOTA_Tooltip_Ability_item_tome_of_xp_5_Lore"														"That which raises beast to man and man to god."

		"DOTA_Tooltip_Ability_item_tome_of_xp_6"															"Tractate of Wisdom"
		"DOTA_Tooltip_Ability_item_tome_of_xp_6_Description"												"<h1>Use: Enlighten</h1>Grants you %bonus_experience% experience."
		"DOTA_Tooltip_Ability_item_tome_of_xp_6_Lore"														"That which raises beast to man and man to god."

		"DOTA_Tooltip_ability_item_aeon_disk_Description"                                                   "<h1>Passive: Combo Breaker</h1> When you take damage and your health falls below %health_threshold_pct%%%, a strong dispel is applied and you gain a %buff_duration% second buff that provides +%status_resistance%%% Status Resistance and causes all damage you deal to be reduced by %outgoing_damage_reduction%%% and damage you are dealt to be reduced to zero.<br/><br/>Ability Cooldown: %AbilityCooldown%<br/><br/>Dispel Type: <span class=\'GameplayValues GameplayVariable\'>Strong Dispel</span>"
		"DOTA_Tooltip_ability_item_aeon_disk_bonus_all"                                                    "+$all"
		"DOTA_Tooltip_modifier_item_aeon_disk_cooldown"                                                     "Combo Breaker - Cooldown"
		"DOTA_Tooltip_modifier_item_aeon_disk_cooldown_Description"                                         "Unable to benefit from Combo Breaker."
		"DOTA_Tooltip_modifier_item_aeon_disk_effect"                                                       "Combo Breaker"
		"DOTA_Tooltip_modifier_item_aeon_disk_effect_Description"                                           "Outgoing damage reduced by %dMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%% and incoming damage reduced by %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%."

		
		"DOTA_Tooltip_ability_item_aeon_disk_4_Upgrade"														"<h1>Passive: Combo Breaker</h1>You become Debuff Immune."
		"DOTA_Tooltip_ability_item_aeon_disk_4_Description"													"<h1>Passive: Combo Breaker</h1> When you take damage and your health falls below %health_threshold_pct%%%, a strong dispel is applied and you gain a %buff_duration% second buff that provides Debuff Immunity and causes all damage you are dealt to be reduced to zero.<br/><br/>Dispel Type: <span class=\'GameplayValues GameplayVariable\'>Strong Dispel</span>"
		
		"DOTA_Tooltip_ability_item_bag_of_gold"                                                             "Bag of Gold"
		
		// Armlet
		"DOTA_Tooltip_ability_item_armlet_Description"														"<h1>Toggle: Unholy Strength</h1>When active, Unholy Strength increases this item's bonus attack damage by %unholy_bonus_damage%%%, +%unholy_bonus_strength% + %unholy_bonus_strength_pct%%% current Strength as extra strength, +%unholy_bonus_slow_resistance%%% slow resistance and +%unholy_bonus_armor% armor, but it drains %unholy_health_drain_per_second% health per second, per Strength granted by this item.<br><br>The damage increases to %critical_bonus_damage%%% while your health percentage is less than %critical_threshold%%%<br><br> You cannot die from the health drain when Unholy Strength is activated, nor from the strength loss when Unholy Strength is deactivated."
		
		"DOTA_Tooltip_modifier_item_armlet_active"															"Frenzied Strength"
		"DOTA_Tooltip_modifier_item_armlet_active_Description"												"Strength increased, item damage increased, gaining slow resistance and losing health."
		"DOTA_Tooltip_modifier_item_armlet_berserk"															"Frenzied Strength - Berserk"
		"DOTA_Tooltip_modifier_item_armlet_berserk_Description"												"Cannot toggle off item."
		
		"DOTA_Tooltip_modifier_blade_mail_taunt"                                                            "Wall of Spikes"
		"DOTA_Tooltip_modifier_blade_mail_taunt_Description"                                                "Return damage doubled."
		
		"DOTA_Tooltip_modifier_item_blade_mail_passive_taunt"												"Blademail - Active"
		"DOTA_Tooltip_modifier_item_blade_mail_passive_taunt_Description"									"Activated a Blade Mail-type item."

		// Martyr's Bulwark
		"DOTA_Tooltip_ability_item_martyrs_bulwark"															"Martyr's Bulwark"
		"DOTA_Tooltip_ability_item_martyrs_bulwark_Description"												"<h1>Active: Wreath of Lightning</h1>You become Storm-charged for %duration% seconds<br><br>While Storm-charged, <b>Chain Lightning</b> triggers on every attack made by or dealt to you and the internal cooldown is removed.\n\n<h1>Passive: Static Damage Return</h1>Every time you are attacked by a unit within %reflection_radius%, you return %passive_reflection_constant% magical damage; this has a %internal_cd% second internal cooldown and has a %chain_chance%%% chance of releasing a <b>Chain Lightning</b> instead.\n\n<h1>Passive: Chain Lightning</h1>Your attacks have a %chain_chance%%% chance to ignore evasion and deal %chain_damage% magical damage which bounces to up %chain_strikes% additional targets within %chain_radius% range."
		"DOTA_Tooltip_ability_item_martyrs_bulwark_bonus_damage"                                            "+$damage"
		"DOTA_Tooltip_ability_item_martyrs_bulwark_bonus_armor"												"+$armor"
		"DOTA_Tooltip_ability_item_martyrs_bulwark_bonus_all"												"+$all"
		"DOTA_Tooltip_ability_item_martyrs_bulwark_bonus_hp"												"+$health"
		"DOTA_Tooltip_ability_item_martyrs_bulwark_bonus_attack_speed"										"+$attack"
		
		// Conqueror's Splint
		"DOTA_Tooltip_ability_item_conquerors_splint"														"Conqueror's Splint"
		"DOTA_Tooltip_ability_item_conquerors_splint_Description"											"<h1>Active: Conqueror's Presence</h1>For %duration% seconds, the damage returned is increased by %active_reflection_pct%%%, the internal cooldown is removed and enemies within %reflection_radius% units of you can only attack you.\n<h1>Passive: Returning Strike</h1>Every time you are attacked by a unit within %reflection_radius%, you deal %passive_reflection_constant% physical damage. This has a %passive_reflect_pct%%% chance to become a counter-attack instead, adding the return damage to your attack damage; this has a %internal_cd% second internal cooldown.\n<h1>Passive: Vengeful Strike</h1>Grants each attack a %crit_chance%%% chance to deal %crit_multiplier%%% damage.<br><br>The chance to deal critical damage is increased to %reflect_crit_chance%%% against units attacking you."
		"DOTA_Tooltip_ability_item_conquerors_splint_5_Note0"                                       		"Cleave is suppressed."
		"DOTA_Tooltip_ability_item_conquerors_splint_bonus_damage"                                          "+$damage"
		"DOTA_Tooltip_ability_item_conquerors_splint_bonus_armor"											"+$armor"
		"DOTA_Tooltip_ability_item_conquerors_splint_bonus_hp_regen"										"+$hp_regen"
		
		"DOTA_Tooltip_ability_item_blink_treads"                                                            "Blink Treads"
		"DOTA_Tooltip_ability_item_blink_treads_bonus_attack_speed"                                         "+$attack"
		"DOTA_Tooltip_ability_item_blink_treads_bonus_movement_speed_melee"                                 "+Move Speed (Melee Heroes)"
		"DOTA_Tooltip_ability_item_blink_treads_bonus_movement_speed_ranged"                                "+Move Speed (Ranged Heroes)"
		"DOTA_Tooltip_ability_item_blink_treads_bonus_other"                                                "+$other_attr"
		"DOTA_Tooltip_ability_item_blink_treads_bonus_stat"                                                 "+$selected_attrib"
		"DOTA_Tooltip_ability_item_blink_treads_Description"                                                "<h1>Active: Flowing Blink</h1> Teleport to a target point up to %blink_range% units away.<br><br>When you target yourself with this ability, it does not go on cooldown and instead switches the primary stance.<br><br>After taking damage from an enemy hero, Flowing Blink does not teleport you when used for %blink_damage_cooldown% seconds.\n\n<h1>Passive: Overwhelming Stance</h1>Selected attribute becomes Strength and all enemies in a %radius% AoE have %movement_slow%%% movement speed slow and %attack_slow% attack speed slow for %duration% seconds, and take damage equal to %base_damage% + %damage_pct%%% of your strength.\n\n<h1>Passive: Swift Stance</h1>Selected attribute becomes Agility and ayou gain %bonus_movement%%% phased movement speed and +%bonus_agi_active% Agility for %duration% seconds.\n\n<h1>Passive: Arcane Stance</h1>Selected attribute becomes Intelligence this item's cooldown is reduced to %arcane_blink_cd% seconds (%arcane_blink_dmg_cd% when damaged) and range is increased to %arcane_blink_range%. When cast, restores %heal_amount% health and %mana_amount% mana."
		
		"DOTA_Tooltip_modifier_blink_treads_broken"															"Blink Treads - Broken"
		"DOTA_Tooltip_modifier_blink_treads_broken_Description"												"Casting Blink Treads won't teleport you, but still triggers all its benefits."
		
		"DOTA_Tooltip_ability_item_bloodstone_Description"                                                  "<h1>Active: Bloodpact</h1> Increases Bloodstone's Spell Lifesteal by %lifesteal_multiplier%x. Lasts %buff_duration% seconds. <br><br>Dispel Type: <span class=\'GameplayValues GameplayVariable\'>Basic Dispel</span>"
		"DOTA_Tooltip_ability_item_bloodstone_bonus_aoe"													""
		"DOTA_Tooltip_modifier_item_bloodstone_drained"                                                     "Drained"
		"DOTA_Tooltip_modifier_item_bloodstone_drained_Description"                                         "Bloodpact's Bonuses will not apply to a unit that's drained."
		"DOTA_Tooltip_modifier_item_bloodstone_ebf_active"                                                  "Bloodpact"
		"DOTA_Tooltip_modifier_item_bloodstone_ebf_active_Description"                                      "Spell lifesteal doubled and restores mana."
		
		"DOTA_Tooltip_ability_item_bloodstone_4_Upgrade"                                                 	"<h1>Active: Bloodpact</h1>Turns you Debuff Immune."
		"DOTA_Tooltip_ability_item_bloodstone_4_Description"                                                 "<h1>Active: Bloodpact</h1> Increases Bloodstone's Spell Lifesteal by %lifesteal_multiplier%x and turns you <b>Debuff Immune</b>. Lasts %buff_duration% seconds. <br><br>Dispel Type: <span class=\'GameplayValues GameplayVariable\'>Strong Dispel</span>"
		"DOTA_Tooltip_ability_item_bloodstone4_Lore"                                                        "The Bloodstone's bright ruby color is unmistakable on the battlefield, as the owner seems to have infinite vitality and spirit."
		"DOTA_Tooltip_ability_item_bloodstone4_Note0"                                                       "Using Bloodpact leaves you drained for 40 seconds and can't benefit from Bloodpact again during that time."
		"DOTA_Tooltip_ability_item_bloodstone4_spell_lifesteal"                                             "%+$spell_lifesteal"
		
		"DOTA_Tooltip_ability_item_bloodstone5"                                                             "Crystal of Bahamut"
		"DOTA_Tooltip_ability_item_bloodstone5_bonus_all"                                                   "+$all"
		"DOTA_Tooltip_ability_item_bloodstone5_bonus_health"                                                "+$health"
		"DOTA_Tooltip_ability_item_bloodstone5_bonus_mana"                                                  "+$mana"
		"DOTA_Tooltip_ability_item_bloodstone5_Description"                                                 "<h1>Active: Bloodpact</h1> Increases Bloodstone's Spell Lifesteal by %lifesteal_multiplier%x and turns you <b>Debuff Immune</b>. Lasts %buff_duration% seconds. <br><br>Dispel Type: <span class=\'GameplayValues GameplayVariable\'>Strong Dispel</span>"
		"DOTA_Tooltip_ability_item_bloodstone5_Lore"                                                        "The Bloodstone's bright ruby color is unmistakable on the battlefield, as the owner seems to have infinite vitality and spirit."
